IID,cp_pgs.HAQER,cp_pgs.background_HAQER
HG00096,-1.563260629154527,-2.019599478436677
HG00097,0.3630988821708199,1.9252124958834516
HG00099,0.6208450876336276,-0.02526300943752684
HG00100,-0.8773991219514224,-0.6725344570154536
HG00101,-0.5677503506006817,-0.1416682713511843
HG00102,1.675415080661955,2.037014229023261
HG00103,-0.02325697077378158,-1.3368256273196888
HG00105,0.5876713325686371,-1.629892123622177
HG00106,-0.9403711240790752,-0.5690048288701136
HG00107,-0.1831173123710287,-0.02237558150557979
HG00108,-1.0902682491575255,0.02267200699106933
HG00109,0.15849756093074102,1.7852793290090605
HG00110,0.23538169434037332,-0.5074282062892703
HG00111,0.3336586181770746,-0.5894530496246465
HG00112,0.3946122200891122,0.3333283753184936
HG00113,-0.7049684002369323,0.8328186200319113
HG00114,0.7379160122974294,1.5902297577010198
HG00115,-0.7094110899223438,-0.8577652922093545
HG00116,-1.4827390140750611,-1.2819146173683376
HG00117,-0.5546741369862541,0.8495945449872043
HG00118,-0.6686809136677694,-3.335878426149714e-4
HG00119,-1.1794022423052433,-1.1236010833085812
HG00120,-2.1835667343237537,-0.4790861492617371
HG00121,0.33223144564768703,1.7440453613008484
HG00122,-0.798434404703813,0.7012407447971827
HG00123,0.6986341825170586,-0.17737539020084048
HG00125,-0.5616131093348742,1.52036917975103
HG00126,0.03590595647353654,0.12499379374160548
HG00127,-1.0107345754286858,0.49408865034568217
HG00128,0.7426278916490925,-0.5045186908329208
HG00129,0.1781674488968922,0.8838870580018402
HG00130,0.6946084647662092,-0.6236926201522588
HG00131,0.9619702715046936,0.1420380705205647
HG00132,-0.8803012256039131,1.0932036077756324
HG00133,-1.097883376067496,-0.7385691441817007
HG00136,1.072245657362825,-0.15765863911390915
HG00137,0.8213157891024159,-0.01995926223439173
HG00138,-0.17605342478398847,-0.2596737701178543
HG00139,-0.3982226352828861,1.3581279452281574
HG00140,-0.9333627007542028,-0.972741063107801
HG00141,-0.981396758421364,-0.8100130031651158
HG00142,0.6576217892891738,-1.7338693368494782
HG00143,-0.226038701395294,-0.1410335503278852
HG00145,1.106729476470626,-0.5260954247824519
HG00146,-1.2441248104017677,0.5299245131179713
HG00148,-0.24062414832705684,-0.944892983507229
HG00149,-0.9515280104760688,1.08738406314326
HG00150,2.182924741936673,-0.6177203799389122
HG00151,1.3680717937980142,-0.02124407631143418
HG00154,-1.5449651971201246,1.9393299570743985
HG00155,0.05920507206819534,0.43147999813811994
HG00157,-2.345970699098757,0.6020048607130936
HG00158,-0.17525680916738054,-0.4817548155325932
HG00159,-0.2065163157590511,-0.5010972186523063
HG00160,1.9645929725549545,-0.40960560585086503
HG00171,-0.9042650795291092,1.8284591695105856
HG00173,-0.8147295397939762,0.6110592472565745
HG00174,-0.27882769719894934,0.1640891463636473
HG00176,1.02689446766953,1.1069485035705322
HG00177,-0.19027455684348407,1.091482235134726
HG00178,0.39487423135330074,-0.8689729612343849
HG00179,-0.7504843677747051,-0.3493470996663917
HG00180,-0.6176617909772304,0.7508403401476552
HG00181,-0.27125978521133165,1.2321665728515152
HG00182,3.2689664633959477,0.4935548518752574
HG00183,0.14538381181846477,0.15489491906357558
HG00185,0.8857733574811313,-0.8255460366634566
HG00186,-0.4174145618616104,1.6906440225836386
HG00187,0.19173779838675195,0.25923908667334755
HG00188,0.10528604936936714,1.5562162091258325
HG00189,0.754935701702804,-0.9595901275344988
HG00190,-0.31406676230424013,0.41605611732025505
HG00231,-0.4810744972207071,-0.567581462335362
HG00232,0.4647553456998032,-1.7047825829146286
HG00233,1.254436375148457,-0.44872946633807753
HG00234,1.3943790474480648,-0.7104877291315616
HG00235,0.8423928725002513,-0.461672815361195
HG00236,0.09048941433583378,-0.3386471153473671
HG00237,0.17463842785286376,-1.0746225519886063
HG00238,-1.102116684368854,0.538532886547592
HG00239,-0.21783180299826793,0.02681820283821054
HG00240,-2.273122231287715,-1.0805527221830318
HG00242,-1.2657137686080595,-1.795500810753552
HG00243,-0.6680898134970062,1.2036558832987485
HG00244,0.518740357094388,-0.15894152424743405
HG00245,-0.8100683695111278,1.0363249968367108
HG00246,0.24709318250730727,0.00494759777087833
HG00250,-0.0458825289712134,0.8581393640955406
HG00251,0.9344096822384824,1.3530573193335451
HG00252,0.12102566082294064,-0.646001062234398
HG00253,-0.01698938907083695,1.3170755934319271
HG00254,0.23837705331742975,0.6560192947093629
HG00255,0.31394127465216104,0.871642305505847
HG00256,0.4121780318091822,1.8041482615351705
HG00257,0.5273300026093786,0.24008940356360992
HG00258,-0.0900733743705612,0.03544343835821453
HG00259,0.2946403267455992,0.16754559206541467
HG00260,1.879481993134612,-0.3455929542417431
HG00261,-1.163245391566995,-0.3846459091679293
HG00262,-0.9440156999391052,-1.4170804044133514
HG00263,1.1532397690536378,-0.4073693311040033
HG00264,1.475173755383296,-0.7253151355024313
HG00265,0.2460298446013855,1.720641585975497
HG00266,0.3956508218791733,-0.5265027859576104
HG00267,-1.914708614261772,-0.8774220665940333
HG00268,0.88787894503058,2.315011700791159
HG00269,0.5152565498723438,-0.14140656313931457
HG00271,-0.6623665044909437,-0.3301921262242359
HG00272,0.8241056863598046,-0.09909354159694328
HG00273,0.8781442251275559,1.1447041375241631
HG00274,-0.9824700626203384,-1.31215884514503
HG00275,-0.8132499202650275,0.911964021266874
HG00276,1.4881052746936465,-1.1778073676156104
HG00277,0.0878318730834011,-0.6023192042627401
HG00278,-1.8534116573016088,0.6627228814821439
HG00280,0.4049779678783237,1.0642236231185078
HG00281,0.9375975741274728,1.5024070113500516
HG00282,-0.07680035665868974,0.03568657944624435
HG00284,0.886664457795409,-1.0343820477200438
HG00285,0.2042116919506376,0.6772312338283677
HG00288,-0.01293568126036384,-0.288425747779093
HG00290,-0.19377296645654968,0.8601499961862069
HG00304,1.518469586507043,-0.5542261883381423
HG00306,-1.0977735277074452,-1.181893508577625
HG00308,0.04147939640431003,1.0234231314735194
HG00309,-1.8747754613553056,-0.13149614344719612
HG00310,0.8211296493460035,0.13900179188968692
HG00311,1.440175742471549,0.19780987810694312
HG00313,0.6927832790295317,-0.6523959773586436
HG00315,-1.908494807458098,2.1693790442148635
HG00318,-0.5327493098743902,-1.611502588559549
HG00319,-1.019793929060678,-0.06534781594343024
HG00320,0.13338141879654378,1.1444083337807147
HG00321,0.29527333349120766,1.4619294244748513
HG00323,-0.14177269514041443,-1.0282335256906112
HG00324,1.0534466871364505,1.663400269007575
HG00325,1.6899705419237712,-0.5418199556931876
HG00326,-1.00445232711308,0.2180906666026677
HG00327,0.5505525797443818,-0.2692988261122786
HG00328,1.074720470610515,0.4139710415507279
HG00329,0.5218115085182297,-0.2707171694939377
HG00330,-0.17238279887606975,-1.2733399865120725
HG00331,-0.04359012076701966,0.2849138499959668
HG00332,-0.01611448149009284,1.0549362624785463
HG00334,0.6300254680088644,-0.259876700409377
HG00335,0.6006094413611949,-1.635258643020465
HG00336,-1.1243924591572163,-0.6471602054838432
HG00337,1.703003120506562,0.6191678931663317
HG00338,0.5224308532610931,0.8520587372416369
HG00339,-0.8257906743483516,0.839044598071885
HG00341,0.1599777529324036,0.5196836766831636
HG00342,-2.185181952792473,-1.4290148954118174
HG00343,-0.1020279096868362,-1.34078605451149
HG00344,0.21771317239729937,1.3771421181525971
HG00345,-0.08158524552081682,-2.4960053467470904
HG00346,1.3769748499298389,0.7587220635053835
HG00349,-0.27796814681986487,-1.595515264116338
HG00350,0.03425047018298661,-0.3936956724904061
HG00351,-0.8161343164893009,-0.7521088445205589
HG00353,-0.07615084816281191,-0.6072814400785832
HG00355,-0.4343611046200126,-1.0539081939403343
HG00356,-1.7431243354359605,-0.8645594437128721
HG00357,-2.462866044615575,-0.25346227543407124
HG00358,-0.4576792073258526,-0.6779647069949244
HG00360,-1.47308812126209,0.3873244702215507
HG00361,-0.06725611835090221,-0.29616875578608076
HG00362,0.44253073477246185,0.15772231332383227
HG00364,-0.23048250637065515,-0.11495987600907352
HG00365,-1.7400695730321056,0.23334526441250175
HG00366,-2.1050269987155197,-0.8130443887584274
HG00367,-0.5488522702723255,-0.51551849765328
HG00368,0.7483716983107453,0.3372763863781903
HG00369,-0.42608671764348,0.6146563940559036
HG00371,-1.12580918772956,-0.2709612865214568
HG00372,-0.43929950346192,-0.6761501249745362
HG00373,-0.34688932391308575,-1.55515436052739
HG00375,-0.437322181995611,-1.3074694459011733
HG00376,0.0011445702928972901,-0.8085931926348332
HG00378,0.00673511496614262,-0.9833751656833992
HG00379,0.9712921555874908,0.15261012896458803
HG00380,-0.5214351967072426,0.5601076715766174
HG00381,0.5503885310598265,-2.2990222027843568
HG00382,0.5669325799743882,-0.37347468334090467
HG00383,1.561680233416845,0.9654353437202836
HG00384,1.7055410699553395,3.689661332530475
HG01334,-0.6267398279252906,-1.5915667031171
HG01500,-0.7261169723391323,0.5108487060301726
HG01501,2.8938344068049133,0.43899588558354463
HG01503,0.06112246489476768,-0.3428184611916729
HG01504,-0.05671483498566552,0.5944066953603805
HG01506,1.591466299526544,-0.8765584767450421
HG01507,-0.14291965618507765,1.0052934887393643
HG01509,-0.24602644500234624,0.33498856437085794
HG01510,0.4364642718329045,-1.0050749299400543
HG01512,1.0311791106843144,0.20362991152661816
HG01513,-0.04920584033664922,0.27976451983274053
HG01515,1.5654057596258375,0.6600053284384287
HG01516,-0.5630439291991256,0.9597957028886746
HG01518,-0.5182356036019382,0.21800676407292624
HG01519,0.41252537091694735,-0.12830955488797452
HG01521,-0.6215783201566764,-1.175127948990538
HG01522,1.491007345667189,1.207039168456606
HG01524,0.6626013923561722,-1.3319261015231547
HG01525,0.5040280546806677,0.09821568121995385
HG01527,-1.345755644171286,-0.5089501734696289
HG01528,-0.09254530514773866,0.4149278619236537
HG01530,-0.6809000365014639,-1.098707402872427
HG01531,1.0366140769748509,0.8620584634706833
HG01536,0.23347810537662808,-0.9501999060409778
HG01537,-0.4322813143395193,0.7414089957010636
HG01602,-0.0547448136090564,0.22791355492220464
HG01603,1.1715496710041449,-0.5607456995367824
HG01605,0.7624235997017423,2.279115212164078
HG01606,0.5188120954115221,-0.6043951515396918
HG01607,0.08932960352451222,1.2035520741334669
HG01608,1.848921817002692,2.1516362999230063
HG01610,-0.06368083825124579,-1.661777174187847
HG01612,-1.0090772347169543,0.1418251399109762
HG01613,-1.0694343394771573,-0.12758746780376212
HG01615,0.30809886489029364,-0.6255583134157868
HG01617,0.7539110502991776,-0.5215241289153837
HG01618,-0.5829423380975497,-0.08043161853619307
HG01619,1.28363065589508,-0.20861027183762829
HG01620,-1.5023031144628995,0.7723281580266629
HG01623,1.4770873905379704,-0.937664764838696
HG01624,-1.235114394986806,0.5367254199612981
HG01625,-1.1801025328840582,-1.032524523434277
HG01626,0.21108861141342145,2.60104098916442
HG01628,-1.9133437479353148,0.1586604007355816
HG01630,0.4458841489522158,1.4616143880984118
HG01631,0.13941004141191685,0.35510352561405273
HG01632,1.069276991198571,0.9138455881408994
HG01668,-0.48860565039129816,-0.6776585106381816
HG01669,0.08563807145582922,-1.644372608171944
HG01670,0.15268347348519382,1.75224778353879
HG01672,1.1956280499639464,0.3433569119960239
HG01673,-1.5174852641238092,-0.7002956561423354
HG01675,-0.05668549640133876,1.6423528156636242
HG01676,-1.8076273225769148,-0.808999182705287
HG01678,1.556926306262495,1.3220188856638568
HG01679,-2.6414417489898265,1.4183472740632732
HG01680,0.0687817923841977,-0.634332070167772
HG01682,0.33788426866409804,-0.10306863617281146
HG01684,0.15774761177775395,0.16573745450367144
HG01685,-0.08684685347800773,0.5514527584852247
HG01686,0.9170896220987949,0.11135187335056385
HG01694,-0.141075076539618,-0.04563843194453967
HG01695,0.0640722941964362,0.21297451798879563
HG01697,0.40131828795476343,0.339531706878899
HG01699,0.8223483313638682,1.4613483029371708
HG01700,-0.34553949975733567,0.3605156886208862
HG01702,0.26768123996637755,1.3420561586182145
HG01704,-1.0819721257198445,1.5028365524193548
HG01705,0.503406139769872,-0.6179274374054832
HG01707,-0.0472222607285223,-0.3533306329699496
HG01708,-0.4259084258551102,-0.8769521695212031
HG01709,1.2944836758261262,0.03143499530285926
HG01710,-0.12684965405598314,-0.52621923812127
HG01746,-0.9429813620906302,-0.31530518143675224
HG01747,0.8201724002169172,0.30677730460344205
HG01756,-1.039799396360493,1.405705908009676
HG01757,-0.4481658198883817,-1.564432389387684
HG01761,-1.0788402812709397,0.95647663698435
HG01762,0.20623644627611964,-0.7940297677052546
HG01765,1.64901472082825,-1.395791476579618
HG01766,0.5498956982281833,1.832305885501113
HG01767,-0.5338183885962956,-3.0902455666939925
HG01768,0.13145102734091443,-1.0660543052725502
HG01770,1.1875058120940218,-2.1810583985215377
HG01771,-1.0043644020492513,-1.6113861233251672
HG01773,0.9420810972086042,-1.7867016012031858
HG01775,0.5711897498066008,-0.1369337497429091
HG01776,-1.4142515107657865,-0.2193088715718783
HG01777,-1.3078371905723718,1.4611747928868712
HG01779,-0.8141349903620683,-0.3892353039085004
HG01781,0.36045863048273685,-0.3331667965614972
HG01783,-3.3283928007866903,-1.1486313386388356
HG01784,2.7098785780427015,1.0385646442285643
HG01785,0.7694368895901433,0.13144796504798778
HG01786,-0.25283865395286664,-1.1356295073027574
HG01789,0.00417179250689187,-0.5811412661776587
HG01790,0.8433209043158365,0.765194057680024
HG01791,0.28319454194596577,-0.13538079038186837
HG02215,-0.5446704789129029,-1.4396294867579171
HG02219,-0.8842740675477844,-1.2282918604897008
HG02220,0.17617955997633122,-2.306014513274935
HG02221,-2.7115043055622388,0.2374907263818587
HG02223,0.13375600322605427,-0.5958177458494046
HG02224,-1.6420836747984322,1.6602297403169295
HG02230,-1.5395295039783032,-0.21997320437902423
HG02231,1.3726248158166023,1.64985466880369
HG02232,-0.6205952678682763,-2.3578069478145056
HG02233,-0.9400044987997672,0.47894142931514366
HG02235,-1.4426060383636583,0.228836340120896
HG02236,-0.7698652969011136,-1.0203202259039823
HG02238,-0.26018409800435477,-0.4252936572632915
HG02239,-0.02976450914795055,-1.133051080782975
NA06984,-1.1223139684657608,0.7000718257295473
NA06985,-0.9075644690663188,-2.3585674716238207
NA06986,0.3152652097135754,0.3800127819097844
NA06989,0.8306606659013658,-0.05828121749189607
NA06994,-0.5655874981349012,0.4969675157536284
NA07000,1.720076502685282,0.08204857048957465
NA07037,-0.91698619162306,-1.680252609257461
NA07048,-0.2546735445411338,-0.6145334975837176
NA07051,0.17733633492114137,-0.4563927985593385
NA07056,0.6672223078529854,0.19574007988970327
NA07347,-0.8238760100055629,0.7335085167891665
NA07357,-0.5011341978492321,0.3477638549992059
NA10847,-0.0991940493351763,0.5655494529462465
NA10851,-2.394891552542884,0.1912215777942696
NA11829,1.356184117034118,-0.20592350594152117
NA11830,1.6173595027626155,0.683645128051614
NA11831,1.3241841604496225,-0.29499060427363083
NA11832,0.03751552865244574,-1.437767052183501
NA11840,1.5185889692160974,-0.8234097392275421
NA11843,0.8991203918826212,0.20831700312134208
NA11881,0.3640141123067014,-1.40088878661649
NA11892,-0.1813300144830852,-0.7813232675708918
NA11893,0.3893534684629159,-0.4865337155792233
NA11894,0.01895404082930338,1.0602685958576992
NA11918,-0.00644677364683083,-0.4393576747519628
NA11919,-0.4153740985956203,-1.0461326474271104
NA11920,-0.4162508751681403,3.788899473786558
NA11930,-0.3986954563299865,1.060591058133499
NA11931,0.8336099619490275,-1.2699536471090034
NA11932,0.01033777844049438,1.458897513773901
NA11933,-0.02177763620968034,0.2335060612176085
NA11992,-0.49457664266753326,-0.4362837683870396
NA11994,-0.05588007184225643,-1.0652950928866292
NA11995,0.13023974401160962,1.2439848313853723
NA12003,0.29553739999763057,-0.16647223557567875
NA12004,0.1692997291144472,-1.3619775997884165
NA12005,0.5944097561712604,-0.27224102854043253
NA12006,0.6100216037888199,0.06456032767381578
NA12043,0.7168083407342338,2.0083859712817023
NA12044,-0.9415366719589446,0.49166728713198793
NA12045,0.477369914183907,0.8293576006799063
NA12046,1.205652706610696,-1.1891524944898977
NA12058,0.3458386694364317,0.20166138383241217
NA12144,1.137920372122518,1.2054307812407885
NA12154,1.0319477011902576,0.02731108189578399
NA12155,0.7562294433548725,0.14125733626184156
NA12156,1.5591615545422657,-0.5142840619418654
NA12234,-1.1036463670377246,0.29886770042555
NA12249,1.513679294243856,-0.4070214710637197
NA12272,-0.02869523111699509,0.12545504946479585
NA12273,0.6437941009368876,0.01810145921032497
NA12275,-0.2949242967769325,0.433367569624607
NA12282,0.967260655288692,0.866652058697763
NA12283,0.9764503069301677,-0.16480929336179082
NA12286,-1.2021417713062912,0.02936034198998612
NA12287,-0.5880427137807733,-0.07879194364013643
NA12340,2.258918122163454,-0.8755134625818622
NA12341,0.6194826341180427,0.09939855973781368
NA12342,-0.07229089045300877,-0.00905825647114241
NA12347,-0.4093463448870616,0.5765391264092269
NA12348,0.6486526429210407,0.546352169684741
NA12383,-0.11100125197520176,0.13795370925506864
NA12399,-0.21115933022968,-1.0649492061564658
NA12400,1.399260735004255,-0.6498067399489016
NA12413,0.661752738181097,0.8072488496393104
NA12414,0.8059325890252448,-0.05181819139532744
NA12489,-1.3506378318101144,0.10025843445205948
NA12546,1.6809617144580504,0.1153225302749367
NA12716,-1.0726946170907,2.3560562826492784
NA12717,1.105461845671821,0.8008767329943866
NA12718,0.47618516482885825,-1.4497567207832676
NA12748,1.018287858514921,0.20899796107389365
NA12749,-0.7457503907750871,0.36325666696530273
NA12750,1.531445743250029,-0.00183609418588711
NA12751,-0.5269082634755183,-0.49986319435776994
NA12760,-0.735095939932044,1.07177855834697
NA12761,-0.967387421232888,1.1388638488886815
NA12762,0.6646291374639532,-0.7524386589678309
NA12763,-1.26579136224104,-0.6571052367352128
NA12775,2.057872620802672,0.6682220798635756
NA12776,0.6096971609725712,0.4937991317809113
NA12777,0.11838348093525868,-0.4048906258026362
NA12778,-1.681499147759702,-1.3703346306598925
NA12812,-2.026483518131982,0.9813211932772036
NA12813,-0.2577257758322162,1.3726763508292932
NA12814,-0.6574224968916902,0.3896070106216645
NA12815,-1.8507006710770513,0.7851252032501206
NA12827,-0.0582941370258934,-0.283723245390569
NA12828,-0.8356886048242875,0.24553856915817557
NA12829,0.1040479446131512,-1.0010814502377878
NA12830,-1.621261720001949,-1.856799924206321
NA12842,-1.322534922976041,-2.6181416114239635
NA12843,0.4625602744399396,0.42168317373080183
NA12872,0.2676705729188913,0.9220470502592538
NA12873,0.7965623916669349,0.6041835731391789
NA12874,-0.6224223641505061,-0.00974988713825256
NA12878,-0.7711675708272586,-0.8016352923477584
NA12889,1.077803991197964,0.22273618503793305
NA12890,1.4833786830948883,-0.40363733875199176
NA20502,-0.3737617827824629,-0.890901435469059
NA20503,-0.3585637559417902,-0.11672601765408104
NA20504,1.5997710463072945,0.3253522252300757
NA20505,0.2542242828011562,-0.6690625523146191
NA20506,0.08877471285937914,-0.9131031497798316
NA20507,0.9836269039293568,-1.2611908166515908
NA20508,0.5927865903752633,-0.04212655412978201
NA20509,0.8317993827147643,-1.1656400530979971
NA20510,-0.04833863856747262,0.4044142774131946
NA20511,1.5684684187270146,-1.6042740603035164
NA20512,-0.2603429179990179,0.282567527998141
NA20513,-0.3762209671500849,-0.15770992029304454
NA20514,-1.5574262127584777,1.857902290238293
NA20515,-2.3544925521505258,0.11182594820039546
NA20516,0.10860440365201832,0.22699538308365036
NA20517,0.923807480245086,1.5339540308539612
NA20518,0.5384854380980073,0.03442209788208881
NA20519,-1.0124921337266917,0.721155513419403
NA20520,-0.9207266235304724,0.5263647592190832
NA20521,0.2996910121343307,-1.0785394392506054
NA20522,1.1449781765771772,-0.4393979834735276
NA20524,-1.6452309376769494,0.3937577062772577
NA20525,0.7817269942911452,1.3768622887993205
NA20527,-0.8552415416924029,-0.2582331852404287
NA20528,0.5839770217054036,1.2479641762439992
NA20529,-1.8204793982646104,-0.9191741022932686
NA20530,-0.9352621325241052,-0.7730276473598
NA20531,0.9552565050530584,-0.30216944551696157
NA20532,0.21732892668816675,1.278339578471169
NA20533,-0.35250071971336705,0.31753982799660474
NA20534,-1.3892345553896148,-0.26050839948976734
NA20535,1.0604454740817588,3.3141972044196795
NA20536,0.9647653535192768,0.9575193965887214
NA20538,-0.444412603322566,-0.5185205927988144
NA20539,-0.6452179996220804,0.782619241723525
NA20540,-1.1887248952752063,-1.4415615289231811
NA20541,0.29924592644287945,0.9548063476527244
NA20542,-0.2532836468219684,0.23772537642343888
NA20543,2.213301573173074,0.5106596349675154
NA20544,-0.3216021782326578,-0.597640694955485
NA20581,0.4750483093450818,-0.46857452840571073
NA20582,0.05646087500761777,-0.05751176230798177
NA20585,0.8470515235802509,-0.07879163326703739
NA20586,-1.2923752176672425,-0.4468690248861677
NA20587,-1.5219459658894334,-0.34838144475236776
NA20588,0.19321379870058683,0.8293149452512725
NA20589,0.4341795994102104,-1.079507689836141
NA20752,1.4664972783038617,0.8473813459758974
NA20753,1.8311697306104795,-0.25285677047094673
NA20754,-1.165881038435974,-1.080236070203671
NA20755,-0.34389152254835986,-0.20228218861908617
NA20756,0.460517747582313,0.9535894372271372
NA20757,1.428315382173463,-0.3854564056495351
NA20758,-0.225586759493729,-1.184885382628944
NA20759,1.3432812281687003,-0.7199979511421253
NA20760,-0.7800281489995274,-0.6189779780011627
NA20761,-0.8625207770949798,-1.4802778135311667
NA20762,-0.47012177941556554,2.0877187175302643
NA20763,0.8960406578157462,1.239898601402659
NA20764,-0.6332421734898552,-0.4216332901677027
NA20765,1.1339449871213088,-0.4729903060384899
NA20766,-0.34797979827822395,0.08787782061410122
NA20767,-0.00166209467431367,1.2583011236429915
NA20768,-0.5678309661427591,0.98695515035453
NA20769,-1.744545278268906,-0.4132803769439761
NA20770,0.97515640410975,0.2931099804778785
NA20771,0.2550897268803888,0.2367141330083232
NA20772,-0.05498150736342089,0.6065609150087781
NA20773,0.7759262251762178,0.00261407131080267
NA20774,0.14212674620306423,1.626031468446438
NA20775,-0.06812980980242492,-1.415914218253474
NA20778,-0.2269336692253011,-2.4465386123638586
NA20783,-1.8229166442503075,-0.97735876663456
NA20785,0.12820148580433788,0.06716045682732272
NA20786,-1.665368678298119,1.2969250377746833
NA20787,-1.0566025081810646,-0.0914059558077564
NA20790,1.8243673593535903,0.23871006913867815
NA20792,-0.5396810860065886,0.15947642489573746
NA20795,1.0846747931585403,-0.17602771142138177
NA20796,-0.18226747236001337,-0.5191341307572509
NA20797,-0.5861724614426908,1.2194489627672644
NA20798,-0.15645923289126298,0.35225577233599104
NA20799,-1.3372841546269991,-1.8827878608827924
NA20800,-1.590901368742499,0.11440042282508264
NA20801,0.8182844286154606,-1.7964344655517717
NA20802,-0.24866537517157633,-0.05389528020595164
NA20803,-0.04918449390077872,0.619600199494186
NA20804,-0.5682728563143069,0.6889432820843386
NA20805,0.593088325978367,0.00412124408071201
NA20806,0.9393638501988796,-0.14256554670966282
NA20807,1.5064044341471885,0.6421287842646254
NA20808,0.5253308930848488,1.3756603824827405
NA20809,0.712823528461739,-0.7710854905089124
NA20810,-0.5694699041081567,-0.7939564434434101
NA20811,2.9925442558820783,0.06794832841945224
NA20812,-0.8528411191833044,-0.49380066510663034
NA20813,-1.2383458239088254,-0.8538494809112168
NA20814,0.234018061558687,-0.4019387962961972
NA20815,1.6388982848428506,-1.2520533453767213
NA20818,-0.09565022226419782,-0.2349968753202037
NA20819,1.1373504224894695,0.7478998147585244
NA20821,0.440093095689001,-0.7731362744371737
NA20822,0.9422121968665608,1.6821303635371856
NA20826,-1.437533779323524,-0.28121201035983673
NA20827,-0.4331871341649641,0.8143374309829711
NA20828,-0.09354602963944993,0.980458647147787
NA20832,-1.9277407335175367,-0.01544034614645324
